decision,notes,already_on_site,name,rating,reviews,price,cuisine,category,suggested_types,flag,address,postal_code,opening_hours,phone,website,maps_url,suggested_id,price_band,lat,lng,place_id
,,,Siga la Vaca,4.7,1166,$$,Korean,Restaurant,restaurant; asian,,"Vabriku tn 6-1, 10414 Tallinn",10414,Mon 12:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-22:00; Sat 12:00-22:00; Sun 12:00-21:00,+372 5395 7512,http://sigalavaca.ee/,https://maps.google.com/?cid=15194090551855772102,siga-la-vaca,2,59.442444,24.733270,ChIJFya2Fk2TkkYRxnF77NpA3NI
,,,Restoran Härg,4.7,1130,$$$,,Restaurant,restaurant,,"Maakri 21 (sissepääs, Tornimäe tn, 10145 Tallinn",10145,Mon 11:30-23:00; Tue 11:30-23:00; Wed 11:30-23:00; Thu 11:30-23:00; Fri 11:30-00:00; Sat 14:00-00:00; Sun closed,+372 5382 5003,https://resto.harg.ee/,https://maps.google.com/?cid=4655987249127532830,restoran-harg,3,59.432805,24.760120,ChIJ1y-et4CTkkYRHqn-DrxjnUA
,,,Kanuti Ramen Bar,4.7,1115,$$,Japanese,Ramen Restaurant,restaurant; asian,,"Aia tn 10a-1, 10111 Tallinn",10111,Mon 12:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-22:00; Sat 12:00-22:00; Sun 12:00-22:00,+372 5415 4004,https://www.facebook.com/Kanuti-Ramen-102080842036790/,https://maps.google.com/?cid=4299664477173281014,kanuti-ramen-bar,2,59.438594,24.751646,ChIJrfIVA0STkkYR9nBHtw96qzs
,,,Cantina Carramba,4.7,1103,$$,Mexican,Mexican Restaurant,restaurant,,"A. Weizenbergi tn 20, 10150 Tallinn",10150,Mon 13:00-22:00; Tue 13:00-22:00; Wed 13:00-22:00; Thu 13:00-22:00; Fri 13:00-22:00; Sat 13:00-22:00; Sun 13:00-20:00,+372 601 3431,http://www.carramba.ee/,https://maps.google.com/?cid=1633848136612458074,cantina-carramba,2,59.438591,24.784802,ChIJE_11clCTkkYRWi64RzmYrBY
,,,KIUS,4.7,1012,$$,,Restaurant,restaurant,,"Turu plats 4, 11614 Tallinn",11614,Mon 09:00-22:00; Tue 09:00-22:00; Wed 09:00-22:00; Thu 09:00-22:00; Fri 09:00-23:00; Sat 10:00-23:00; Sun 10:00-22:00,+372 5333 3831,http://www.kius.ee/,https://maps.google.com/?cid=16491548718703301925,kius,2,59.388326,24.683885,ChIJodLiSQWVkkYRJdVbBi_A3eQ
,,,SNOOB RESTO,4.7,951,$$,,Restaurant,restaurant,,"Pärnu mnt. 209a, 11624 Tallinn",11624,Mon 12:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-23:00; Sat 12:00-23:00; Sun 12:00-21:00,+372 677 2000,https://www.snoobresto.ee/,https://maps.google.com/?cid=12182343519466081717,snoob-resto,2,59.388697,24.705734,ChIJyYVwSx-VkkYRtc2O2eJgEKk
,,,Grill ja Pruul Vanalinn,4.7,891,$$,American,Hamburger Restaurant,restaurant,,"Inseneri tn 2, 10111 Tallinn",10111,Mon 11:00-22:30; Tue 11:00-22:30; Wed 11:00-22:30; Thu 11:00-22:30; Fri 11:00-23:00; Sat 11:00-23:00; Sun 13:00-22:30,+372 5911 1905,https://www.facebook.com/grillpruul/,https://maps.google.com/?cid=996724861700359758,grill-ja-pruul-vanalinn,2,59.438059,24.751515,ChIJpUvTfUaTkkYRTkZzGPsT1Q0
,,,Ciao Ragazzi Restoran,4.7,863,$$,Italian,Italian Restaurant,restaurant,,"Tähesaju tee 11, 13917 Tallinn",13917,Mon 12:00-21:00; Tue 12:00-21:00; Wed 12:00-21:00; Thu 12:00-21:00; Fri 12:00-23:00; Sat 12:00-23:00; Sun 12:00-21:00,+372 673 0720,https://ragazziresto.ee/et,https://maps.google.com/?cid=3580692469197326396,ciao-ragazzi-restoran,2,59.443062,24.856014,ChIJoalc2jPtkkYRPEhsVNQssTE
,,,Eho Sushi Tallinn,4.7,728,$$,Japanese,Sushi Restaurant,restaurant; asian,,"Sõpruse pst 209, 13419 Tallinn",13419,Mon 12:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-22:00; Sat 12:00-22:00; Sun 12:00-22:00,+372 522 7555,http://www.ehosushi.ee/,https://maps.google.com/?cid=6994539922666690879,eho-sushi-tallinn,2,59.400236,24.694596,ChIJj4biifmVkkYRPxnWQQCZEWE
,,,Restaurant Mantel & Korsten,4.7,727,$$$,,Restaurant,restaurant,,"Jaan Poska 19a, 10126 Tallinn",10126,Mon closed; Tue 17:00-23:00; Wed 17:00-23:00; Thu 17:00-23:00; Fri 17:00-23:00; Sat 14:00-23:00; Sun 14:00-22:00,+372 665 9555,http://www.mantel-korsten.ee/,https://maps.google.com/?cid=12934990303698154511,restaurant-mantel-korsten,3,59.435865,24.781860,ChIJrcVFo1CTkkYRD_QMESZRgrM
,,,Carlo's Kitchen Old Town,4.7,722,$$,Italian,Italian Restaurant,restaurant,,"Pikk tn 35, 10133 Tallinn",10133,Mon 09:00-22:00; Tue 09:00-22:00; Wed 09:00-22:00; Thu 09:00-22:00; Fri 09:00-23:00; Sat 09:00-23:00; Sun 09:00-22:00,+372 565 9969,https://carloskitchen.ee/,https://maps.google.com/?cid=15274522670675082034,carlo-s-kitchen-old-town,2,59.439131,24.746573,ChIJASklVWWTkkYRMjs963AB-tM
,,,Pho Bar,4.7,686,$$,Vietnamese,Vietnamese Restaurant,restaurant; asian,,"Tatari tn 6, 10116 Tallinn",10116,Mon 11:30-21:00; Tue 11:30-21:00; Wed 11:30-21:00; Thu 11:30-21:00; Fri 11:30-21:00; Sat 12:00-21:00; Sun 12:00-21:00,+372 5388 5900,https://phobar.ee/,https://maps.google.com/?cid=1222138952433793970,pho-bar,2,59.431851,24.746306,ChIJJ4Q_JuOVkkYRsvv77ebo9RA
,,,Little Japan Sushi Bar,4.7,599,$$,Japanese,Sushi Restaurant,restaurant; asian,,"Lootsi tn 3a, 10151 Tallinn",10151,Mon 12:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-22:00; Sat 12:00-22:00; Sun 12:00-22:00,+372 5637 7611,http://littlejapan.ee/,https://maps.google.com/?cid=17256371713980643952,little-japan-sushi-bar,2,59.441005,24.764313,ChIJM44fUlmTkkYRcDrqS6Xyeu8
,,,Hanköök,4.7,545,$$,Korean,Korean Restaurant,restaurant; asian,,"Tartu mnt 13, 10145 Tallinn",10145,Mon 11:30-15:00; Tue 11:30-18:00; Wed 11:00-18:00; Thu 11:30-18:00; Fri 11:30-18:00; Sat closed; Sun closed,+372 5360 9630,https://www.facebook.com/HankookKoreanRestaurant/,https://maps.google.com/?cid=13304919161147492475,hankook,2,59.434448,24.761192,ChIJ64RDduGVkkYRewh8DXyRpLg
,,,BWB Gastro Bar,4.7,511,$$,Belgian,Bar,pub,,"Vana-Viru tn 6, 10111 Tallinn",10111,Mon 12:00-23:00; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-02:30; Sat 12:00-02:30; Sun 12:00-23:00,+372 5684 1774,https://bwb.bar/,https://maps.google.com/?cid=8872791327055545012,bwb-gastro-bar,2,59.437007,24.750349,ChIJ57z_dl2TkkYRtAJQr7N8Ins
,,,Restaurant Tchaikovsky,4.7,506,$$$$,Russian,Restaurant,restaurant; fine-dining,,"Vene tn 9, 10123 Tallinn",10123,Mon 13:00-23:00; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-23:00; Sat 12:00-23:00; Sun 12:00-23:00,+372 600 0610,https://www.marriott.com/en-us/hotels/tllak-hotel-telegraaf-autograph-collection/dining/?scid=feed67b0-9a2f-4de1-8df6-114544116108,https://maps.google.com/?cid=17936289598092260433,restaurant-tchaikovsky,4,59.437867,24.747343,ChIJmSqCJmKTkkYRUbTS4luA6vg
,,,Charcoal Grill,4.7,496,$,,Fast Food Restaurant,restaurant; cheap-eats,,"Suur-Patarei tn 22, 10415 Tallinn",10415,Mon closed; Tue 14:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-22:00; Sat 12:00-22:00; Sun 12:00-22:00,+372 5622 1607,https://charcoalgrill.ee/online-menu,https://maps.google.com/?cid=18429771195515745865,charcoal-grill,1,59.448923,24.743440,ChIJL8spF9GTkkYRSTZx2EGzw_8
,,,Restaurant Friend's Mustamäe - Indian Restaurant,4.7,469,$$,Chinese,Asian Restaurant,restaurant; asian,,"E. Vilde tee 128, 12914 Tallinn",12914,Mon 11:00-22:30; Tue 11:00-22:30; Wed 11:00-22:30; Thu 11:00-22:30; Fri 11:00-22:30; Sat 11:00-22:30; Sun 11:00-22:30,+372 5647 6008,https://restoranfriends.ee/,https://maps.google.com/?cid=6216192079778254136,restaurant-friend-s-mustamae-indian-restaurant,2,59.403201,24.663007,ChIJd_KZ0MyVkkYROI3HAsNZRFY
,,,La Cantina 2.0 by Francesco Costa,4.7,428,$$,Italian,Italian Restaurant,restaurant,,"Staapli tn 3, 10415 Tallinn",10415,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-23:00; Sat 11:00-23:00; Sun 11:00-22:00,+372 5380 9889,http://lacantina.ee/,https://maps.google.com/?cid=7192872509176665275,la-cantina-2-0-by-francesco-costa,2,59.451886,24.728606,ChIJYfEinlCTkkYRu9QlCHA30mM
,,,HIKARU SUSHI&WINE,4.7,406,$$,,Restaurant,restaurant,,"Virmalise tn 24, 10131 Tallinn",10131,Mon 11:00-02:00; Tue 11:00-02:00; Wed 11:00-02:00; Thu 11:00-02:00; Fri 11:00-02:00; Sat closed; Sun 11:00-02:00,+372 565 9899,https://hikaru.ee/,https://maps.google.com/?cid=3092631382674941411,hikaru-sushi-wine,2,59.423150,24.738233,ChIJM4R87PuVkkYR46WQads76yo
,,,SÕLE GRILL,4.7,404,$$,,Family Restaurant,restaurant,,"Sõle tn 42b, 10317 Tallinn",10317,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-23:00; Sat 11:00-23:00; Sun 11:00-22:00,+372 5555 5483,http://s-grill.ee/,https://maps.google.com/?cid=4419599030795778008,sole-grill,2,59.443273,24.704426,ChIJVXhNl3iUkkYR2Dc-COeRVT0
,,,Delicia,4.7,315,$$,Italian,Italian Restaurant,restaurant,,"Lai 32, 10133 Tallinn",10133,Mon 12:00-23:00; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-23:00; Sat 12:00-23:00; Sun 12:00-23:00,+372 5350 1686,https://www.facebook.com/DeliciaItalianRestoran,https://maps.google.com/?cid=15721562666463819886,delicia,2,59.439623,24.745682,ChIJpdaVxouTkkYRbnie4PI1Lto
,,,SAI!,4.7,304,$,,Sandwich Shop,restaurant; cheap-eats,,"Pärnu mnt. 4, 10148 Tallinn",10148,Mon 11:00-20:00; Tue 11:00-20:00; Wed 11:00-20:00; Thu 11:00-20:00; Fri 11:00-20:00; Sat 11:00-20:00; Sun 11:00-20:00,+372 5567 4469,https://www.saisai.ee/,https://maps.google.com/?cid=16561852186773592395,sai,1,59.435816,24.749330,ChIJyz0HT8WVkkYRS5kqv9CE1-U
,,,La Pineta Restoran,4.7,271,$$$,Italian,Italian Restaurant,restaurant,,"Kalaranna tn 8-10, 10415 Tallinn",10415,Mon 12:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 12:00-23:00; Sat 11:00-23:00; Sun 11:00-21:00,+372 5300 4550,https://lapineta.ee/,https://maps.google.com/?cid=6363816747726742150,la-pineta-restoran,3,59.447368,24.747723,ChIJXbbNm7aTkkYRhiLvd53RUFg
,,,Time to Wine Bar and Shop,4.7,258,$$,Spanish,Wine Bar,pub,,"Kopli tn 6, 10412 Tallinn",10412,Mon 15:00-21:00; Tue 14:00-23:00; Wed 14:00-23:00; Thu 14:00-23:00; Fri 14:00-02:00; Sat 12:00-02:00; Sun 15:00-21:00,+372 5352 5555,https://timetowine.ee/,https://maps.google.com/?cid=2473051619123290262,time-to-wine-bar-and-shop,2,59.441542,24.736359,ChIJRwE85XyTkkYRlmAMRVgLUiI
,,,iL FORNO Peterburi tee,4.7,225,$$,Italian,Italian Restaurant,restaurant,,"Peterburi tee 49, 11415 Tallinn",11415,Mon 11:00-21:00; Tue 11:00-21:00; Wed 11:00-21:00; Thu 11:00-21:00; Fri 11:00-22:00; Sat 12:00-22:00; Sun 12:00-20:00,+372 515 6269,http://www.ilforno.ee/,https://maps.google.com/?cid=4490866235818918361,il-forno-peterburi-tee,2,59.427338,24.813449,ChIJu7F7qVvtkkYR2UHIPwzDUj4
,,,Restaurant Friends Kristiine,4.7,216,$$,Indian,Indian Restaurant,restaurant; asian,,"Mustamäe tee 5, 10616 Tallinn",10616,Mon 11:00-22:30; Tue 11:00-22:30; Wed 11:00-22:30; Thu 11:00-22:30; Fri 11:00-22:30; Sat 11:00-22:30; Sun 11:00-22:30,+372 521 5864,http://www.kristiine.restoranfriends.ee/,https://maps.google.com/?cid=7107073533250734993,restaurant-friends-kristiine,2,59.426367,24.703752,ChIJ1Yfe-omUkkYRkYv9PblloWI
,,,UDU restoran,4.7,202,$$,,Restaurant,restaurant,,"Kai tn 4, 10111 Tallinn",10111,Mon 11:30-21:00; Tue 11:30-22:00; Wed 11:30-22:00; Thu 11:30-22:00; Fri 11:30-23:00; Sat 12:00-23:00; Sun 12:00-21:00,+372 5360 7889,https://reservation.uduresto.ee/,https://maps.google.com/?cid=9587597335455004230,udu-restoran,2,59.442637,24.755023,ChIJxxi3XxeTkkYRRvZGtfr8DYU
,,,CHOOYU Asian Restaurant,4.7,197,$$,,Restaurant,restaurant,,"Katusepapi tn 4-1, 11412 Tallinn",11412,Mon 10:00-22:00; Tue 10:00-22:00; Wed 10:00-22:00; Thu 10:00-22:00; Fri 10:00-22:00; Sat 10:00-22:00; Sun 10:00-22:00,+372 671 9077,http://chooyu.ee/,https://maps.google.com/?cid=14096738243936813976,chooyu-asian-restaurant,2,59.427550,24.782859,ChIJ4ZPNnxqVkkYRmIOEwb6socM
,,,The Gurkha’s Kitchen 🇳🇵,4.7,190,$$,,Restaurant,restaurant,,"Tartu mnt 13, 10145 Tallinn",10145,Mon 11:30-22:00; Tue 11:30-22:00; Wed 11:30-22:00; Thu 11:30-22:00; Fri 11:30-22:00; Sat 12:00-22:00; Sun 12:00-22:00,+372 5786 9021,,https://maps.google.com/?cid=5171906010601678925,the-gurkhas-kitchen,2,59.434574,24.760775,ChIJu8xXXGftkkYRTeieXR1Nxkc
,,,Panoramic N5 Eesti Degustation Restaurant,4.7,180,$$,,Restaurant,restaurant,,"Raekoja plats 5, 10146 Tallinn",10146,Mon 11:00-23:00; Tue 11:00-23:00; Wed 11:00-23:00; Thu 11:00-00:00; Fri 11:00-01:00; Sat 10:00-01:00; Sun 11:00-00:00,+372 5668 6518,,https://maps.google.com/?cid=3642354965537417733,panoramic-n5-eesti-degustation-restaurant,2,59.437193,24.744270,ChIJz0_LQOiTkkYRBeq8Cos-jDI
,,,Pelm Restoran Ülemiste,4.7,176,$$,Russian,Russian Restaurant,restaurant,,"Suur-Sõjamäe tn 4, 11415 Tallinn",11415,Mon 11:00-21:00; Tue 11:00-21:00; Wed 11:00-21:00; Thu 11:00-21:00; Fri 11:00-21:00; Sat 11:00-21:00; Sun 11:00-19:00,+372 600 1018,https://www.pelm.ee/,https://maps.google.com/?cid=12341591356344283837,pelm-restoran-ulemiste,2,59.421907,24.794422,ChIJcYDmyivrkkYRvbLuNfMjRqs
,,,Kopli Köök,4.7,148,$$,,Restaurant,restaurant,,"Marati tn 5, 11712 Tallinn",11712,Mon 11:00-16:00; Tue 11:00-16:00; Wed 11:00-16:00; Thu 11:00-16:00; Fri 11:00-16:00; Sat 11:00-16:00; Sun 11:00-16:00,+372 5688 3665,https://koplikook.ee/,https://maps.google.com/?cid=6433618928510780000,kopli-kook,2,59.456150,24.673751,ChIJIU_oIs-TkkYRYEIdJlTOSFk
,,,Pekingi Part Restoran,4.7,143,$$,Chinese,Chinese Restaurant,restaurant; asian,,"Tartu mnt 32, 10115 Tallinn",10115,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-22:00; Sat 11:00-22:00; Sun 11:00-22:00,+372 5594 0612,http://beijingrestoran.com/,https://maps.google.com/?cid=15089052349848211535,pekingi-part-restoran,2,59.431358,24.766966,ChIJEQomJgCVkkYRT9D5vSoVZ9E
,,,BurgerBros Tallinn,4.7,137,$,,Fast Food Restaurant,restaurant; cheap-eats,,"Pärnu mnt. 80, 10131 Tallinn",10131,Mon 11:00-20:30; Tue 11:00-20:30; Wed 11:00-20:30; Thu 11:00-20:30; Fri 12:00-23:30; Sat 12:00-23:30; Sun 11:00-20:30,+372 5566 2316,,https://maps.google.com/?cid=4935231813902814053,burgerbros-tallinn,1,59.423505,24.742014,ChIJ30ug0WOVkkYRZUvizy93fUQ
,,,Thai Stop,4.7,133,$$,Thai,Thai Restaurant,restaurant; asian,,"Koidu tn 108, 10139 Tallinn",10139,Mon 12:00-21:00; Tue 12:00-21:00; Wed 12:00-21:00; Thu 12:00-21:00; Fri 12:00-21:00; Sat 12:00-20:00; Sun 12:00-20:00,+372 5664 8575,https://thaistop.netlify.app/,https://maps.google.com/?cid=15279684945589107736,thai-stop,2,59.422173,24.736708,ChIJBdv9JzCVkkYRGPy4tYBYDNQ
,,,Nautilus Oyster Bar,4.7,129,,Seafood,Seafood Restaurant,restaurant,,"Laeva tn 1, 10111 Tallinn",10111,Mon 12:00-23:00; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-00:00; Sat 12:00-00:00; Sun 12:00-23:00,+372 5780 7777,https://thenautilus.ee/,https://maps.google.com/?cid=4307584226131517369,nautilus-oyster-bar,,59.441096,24.757969,ChIJ13_M7OuTkkYRuR-l9gedxzs
,,,Süüria Kebab,4.7,119,$,Asian,Asian Restaurant,restaurant; asian; cheap-eats,,"Tatari tn 42, 10134 Tallinn",10134,Mon 12:00-22:00; Tue 12:00-22:00; Wed 12:00-22:00; Thu 12:00-22:00; Fri 14:00-22:00; Sat 12:00-22:00; Sun 12:00-19:30,+372 5823 9047,,https://maps.google.com/?cid=6483638686595109069,suuria-kebab,1,59.427939,24.750168,ChIJezZPNwCVkkYRzVB7ngiD-lk
,,,Kaja Pizza Köök Punane Uks,4.7,100,$$,Pizza,Pizza Restaurant,restaurant,,"Rahumäe tee 27, 11614 Tallinn",11614,Mon 12:00-20:00; Tue 12:00-20:00; Wed 12:00-20:00; Thu 12:00-20:00; Fri 12:00-20:00; Sat 12:00-20:00; Sun 12:00-20:00,+372 5648 0114,https://kajapizza.ee/,https://maps.google.com/?cid=2971744877027544868,kaja-pizza-kook-punane-uks,2,59.388832,24.702973,ChIJ070a_ZGVkkYRJE9QfjjCPSk
,,,Ame Restaurant,4.7,86,,,Restaurant,restaurant,,"Nunne tn 14, 10133 Tallinn",10133,"Mon 07:00-11:00, 12:00-23:00; Tue 07:00-11:00, 12:00-23:00; Wed 07:00-11:00, 12:00-23:00; Thu 07:00-11:00, 12:00-23:00; Fri 07:00-11:00, 12:00-23:00; Sat 07:00-11:00, 12:00-23:00; Sun closed",+372 677 6776,http://www.amerestoran.ee/,https://maps.google.com/?cid=4322114836112957417,ame-restaurant,,59.438908,24.742288,ChIJ_7Jwi5CTkkYR6V_1PIs8-zs
,,,Ramen Rush,4.7,78,$,Japanese,Ramen Restaurant,restaurant; asian; cheap-eats,,"Narva mnt 7, 10117 Tallinn",10117,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-22:00; Sat 11:00-22:00; Sun 11:00-22:00,+372 518 9884,,https://maps.google.com/?cid=10462996462213652646,ramen-rush,1,59.437441,24.759900,ChIJ870_wcOTkkYRpuBp2NgHNJE
,,,Raba kohvik,4.7,75,$$,,Restaurant,restaurant,,"Kopli tn 68a, 10412 Tallinn",10412,Mon 10:00-15:00; Tue 10:00-15:00; Wed 10:00-15:00; Thu 10:00-15:00; Fri 10:00-15:00; Sat closed; Sun closed,+372 5887 3324,http://www.rabakohvik.ee/,https://maps.google.com/?cid=13845609067073036666,raba-kohvik,2,59.445496,24.721254,ChIJkSbti72VkkYReuHQ3RZ8JcA
,,,Vesipapi Buffet,4.7,68,$,,Restaurant,restaurant; cheap-eats,,"Vesipapi tn 4, 10620 Tallinn",10620,Mon 08:00-15:00; Tue 08:00-15:00; Wed 08:00-15:00; Thu 08:00-15:00; Fri 08:00-15:00; Sat closed; Sun closed,,https://www.facebook.com/profile.php?id=100087639377872,https://maps.google.com/?cid=9242558340034333373,vesipapi-buffet,1,59.415353,24.692740,ChIJ7dW-Jr6VkkYRvQqSUdcpRIA
,,,LillGreen,4.7,64,$$,,Restaurant,restaurant,,"Roosikrantsi tn 2, 10119 Tallinn",10119,Mon 08:00-16:00; Tue 08:00-16:00; Wed 08:00-16:00; Thu 08:00-16:00; Fri 08:00-16:00; Sat closed; Sun closed,+372 611 0556,,https://maps.google.com/?cid=14346423260518067629,lillgreen,2,59.432358,24.743000,ChIJWR2RnJ6UkkYRra2U4PG7GMc
,,,Turg resto Nõmme,4.7,62,$$,Hawaiian,Hamburger Restaurant,restaurant,,"Turu plats 8, 11614 Tallinn",11614,Mon 10:00-18:00; Tue 10:00-18:00; Wed 10:00-18:00; Thu 10:00-18:00; Fri 10:00-18:00; Sat 10:00-18:00; Sun 10:00-17:00,+372 5551 5072,https://turg-resto.choiceqr.com/,https://maps.google.com/?cid=9180684118050506260,turg-resto-nomme,2,59.389020,24.684665,ChIJSR3GF9uVkkYRFIZ4Y5BXaH8
,,,Pub Kompressor,4.6,8627,$$,,Restaurant,restaurant,,"Rataskaevu tn 3, 10123 Tallinn",10123,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-22:00; Sat 11:00-22:00; Sun 11:00-22:00,+372 646 4210,http://kompressorpub.ee/,https://maps.google.com/?cid=17166080864845768378,pub-kompressor,2,59.437393,24.743207,ChIJRyaVZWKTkkYRuibDxpgrOu4
,,,Kamikadze Restaurant,4.6,3114,$$,European,European Restaurant,restaurant,,"Mustamäe tee 31, 10616 Tallinn",10616,Mon 11:00-23:00; Tue 11:00-23:00; Wed 11:00-23:00; Thu 11:00-23:00; Fri 11:00-00:00; Sat 11:00-00:00; Sun 11:00-23:00,+372 657 2377,http://www.kamikadze.ee/,https://maps.google.com/?cid=13429452926513507610,kamikadze-restaurant,2,59.424191,24.700723,ChIJhW4WcIqUkkYRGu2qzEgAX7o
,,,Texas Cantina,4.6,2992,$$,Mexican,Tex-Mex Restaurant,restaurant,,"Pikk tn 45, 10133 Tallinn",10133,Mon 16:00-23:00; Tue 16:00-23:00; Wed 16:00-23:00; Thu 16:00-23:00; Fri 16:00-23:00; Sat 12:00-23:00; Sun 12:00-23:00,+372 631 1755,http://www.texas.ee/,https://maps.google.com/?cid=6078949970210007264,texas-cantina,2,59.439815,24.746940,ChIJVZfruGOTkkYR4Ci9TcrEXFQ
,,,Grenka,4.6,2986,$$,,Cafe,coffee,,"Pärnu mnt. 76, 10131 Tallinn",10131,Mon 09:00-20:00; Tue 09:00-20:00; Wed 09:00-20:00; Thu 09:00-21:00; Fri 09:00-21:00; Sat 09:00-21:00; Sun 09:00-18:00,+372 655 5514,https://www.grenka.ee/,https://maps.google.com/?cid=7516762293709161823,grenka,2,59.423896,24.742162,ChIJcezlipeUkkYRX8WVCXvnUGg
,,,Shaurma Kebab Punane,4.6,2617,$,Middle Eastern,Turkish Restaurant,restaurant; cheap-eats,,"Punane 37a, 13611 Tallinn",13611,Mon 00:00-24:00; Tue 00:00-24:00; Wed 00:00-24:00; Thu 00:00-24:00; Fri 00:00-24:00; Sat 00:00-24:00; Sun 00:00-24:00,+372 5699 1933,https://shaurmakebab.ee/et,https://maps.google.com/?cid=18232235636773649194,shaurma-kebab-punane,1,59.433546,24.827319,ChIJ84z_6rrskkYRKnscj7bpBf0
,,,Restaurant Moon,4.6,2396,$$,Eastern European,Eastern European Restaurant,restaurant,,"Telliskivi tn 60-4, 10412 Tallinn",10412,Mon 12:00-23:00; Tue 12:00-23:00; Wed 12:00-23:00; Thu 12:00-23:00; Fri 12:00-00:00; Sat 12:00-00:00; Sun 13:00-21:00,+372 631 4575,http://www.restoranmoon.ee/,https://maps.google.com/?cid=347069091441607175,restaurant-moon,2,59.439668,24.731866,ChIJwZYTGWWTkkYRBwLl838J0QQ
,,,Põhjala Brewery & Tap Room,4.6,1877,,Barbecue,Brewery,pub,,"Peetri tn 5, 10415 Tallinn",10415,Mon closed; Tue 12:00-00:00; Wed 12:00-00:00; Thu 12:00-00:00; Fri 12:00-01:00; Sat 12:00-01:00; Sun 10:00-17:00,+372 5666 2800,https://pohjalabeer.com/taproom,https://maps.google.com/?cid=483900591713668356,pohjala-brewery-tap-room,,59.450270,24.727208,ChIJ-X-2JUyTkkYRBM2xOwYptwY
,,,La Prima Vanalinn,4.6,1739,$$,Pizza,Restaurant,restaurant,,"Müürivahe 2, 10130 Tallinn",10130,Mon 08:00-23:00; Tue 08:00-23:00; Wed 08:00-23:00; Thu 08:00-23:00; Fri 08:00-01:00; Sat 08:00-01:00; Sun 08:00-22:00,+372 5631 3363,https://laprima.restaurant/vanalinn,https://maps.google.com/?cid=4737530060030287412,la-prima-vanalinn,2,59.434687,24.743792,ChIJYfJlq1uVkkYRNB7XNH0Wv0E
,,,Tondi Resto - Grill & BBQ,4.6,1718,$$,,Restaurant,restaurant,,"A. H. Tammsaare tee 62-1, 11316 Tallinn",11316,Mon 11:00-22:00; Tue 11:00-22:00; Wed 11:00-22:00; Thu 11:00-22:00; Fri 11:00-23:00; Sat 12:00-23:00; Sun 12:00-21:00,+372 5918 0000,https://www.tondiresto.ee/,https://maps.google.com/?cid=1194084356787352386,tondi-resto-grill-bbq,2,59.403158,24.714915,ChIJV4-5X-aUkkYRQjMpXmU9khA
,,,Farm,4.6,1580,$$$,Nordic,European Restaurant,restaurant,,"Müürivahe 27b, 10140 Tallinn",10140,Mon 17:00-22:00; Tue 17:00-22:00; Wed 17:00-22:00; Thu 17:00-22:00; Fri 17:00-23:00; Sat 15:00-23:00; Sun 15:00-22:00,+372 5482 0333,http://restaurant.farm/,https://maps.google.com/?cid=3471183231361707492,farm,3,59.436968,24.749352,ChIJJzA8kmGTkkYR5G2b_8EeLDA
,,,Restaurant & Bar Kolm Sibulat,4.6,1546,$$,,Restaurant,restaurant,,"Maakri tn 19-1, 10145 Tallinn",10145,Mon 11:30-23:00; Tue 11:30-23:00; Wed 11:30-23:00; Thu 11:30-23:00; Fri 11:30-23:00; Sat 13:00-23:00; Sun closed,+372 664 4055,http://www.kolmsibulat.eu/,https://maps.google.com/?cid=12091364887746001412,restaurant-bar-kolm-sibulat,2,59.433489,24.759787,ChIJd88NlIaUkkYRBDq7d00ozac
,,,Lee Brasserie,4.6,1476,$$$$,French,French Restaurant,restaurant; fine-dining,,"Uus tn 31, 10111 Tallinn",10111,Mon closed; Tue 18:00-23:00; Wed 18:00-23:00; Thu 18:00-23:00; Fri 18:00-23:00; Sat 18:00-23:00; Sun closed,+372 5304 3562,https://leebrasserie.ee/,https://maps.google.com/?cid=17170890643459361745,lee-brasserie,4,59.441181,24.749294,ChIJR7Jb9mOTkkYR0Ut5oBBCS-4
